,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
368,14868,Moyashimon DS,DS,2009.0,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03
369,13728,Mat Hoffman's Pro BMX 2,GC,2002.0,Sports,Activision,0.03,0.01,0.0,0.0,0.04
370,10863,Rosco McQueen: Firefighter Extreme,PS,1997.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09
371,4796,Medarot: Kabuto / Kuwagata Version,GB,1997.0,Role-Playing,Imagineer,0.0,0.0,0.4,0.0,0.4
372,8132,Brink,PC,2011.0,Shooter,Bethesda Softworks,0.06,0.09,0.0,0.03,0.18
373,16048,Guitar Hero III: Legends of Rock,PC,2007.0,Misc,Aspyr,0.01,0.0,0.0,0.0,0.01
374,7667,Ridge Racer,PSV,2011.0,Racing,Namco Bandai Games,0.04,0.08,0.05,0.03,0.2
375,8858,Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015.0,Simulation,Marvelous Entertainment,0.04,0.0,0.1,0.01,0.15
376,10508,Astro Boy: The Video Game,DS,2009.0,Action,D3Publisher,0.09,0.0,0.0,0.01,0.1
377,9354,Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
378,3282,NFL Quarterback Club 99,N64,1998.0,Sports,Acclaim Entertainment,0.59,0.02,0.0,0.0,0.62
379,13779,Deal or No Deal: Special Edition,DS,2010.0,Misc,Zoo Games,0.04,0.0,0.0,0.0,0.04
380,9638,The Stronghold Collection,PC,2009.0,Strategy,Take-Two Interactive,0.03,0.08,0.0,0.02,0.13
381,267,Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22
382,10240,Gabrielle's Ghostly Groove 3D,3DS,2011.0,Adventure,Funbox Media,0.08,0.02,0.0,0.01,0.11
383,1622,Kirby Tilt 'n' Tumble,GB,2000.0,Puzzle,Nintendo,0.29,0.17,0.75,0.02,1.23
384,1563,The Elder Scrolls Online,XOne,2015.0,Role-Playing,Bethesda Softworks,0.77,0.38,0.0,0.12,1.27
385,3599,Frontlines: Fuel of War,X360,2008.0,Shooter,THQ,0.34,0.15,0.01,0.05,0.56
386,10468,Escape From Monkey Island,PS2,2001.0,Adventure,LucasArts,0.05,0.04,0.0,0.01,0.1
387,15379,Chevrolet Camaro: Wild Ride,DS,2010.0,Racing,Storm City Games,0.02,0.0,0.0,0.0,0.02
388,1892,Endless Ocean,Wii,2007.0,Adventure,Nintendo,0.44,0.47,0.09,0.09,1.09
389,11589,Bleach: Heat the Soul 4,PSP,2007.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08
390,13253,Silhouette Mirage,PS,1998.0,Platform,ESP,0.03,0.02,0.0,0.0,0.05
391,2993,Doom (2016),XOne,2016.0,Shooter,Bethesda Softworks,0.39,0.23,0.0,0.06,0.68
392,8611,Time Hollow,DS,2008.0,Adventure,Konami Digital Entertainment,0.03,0.01,0.11,0.0,0.16
393,15687,Winning Post 8 2016,PS4,2016.0,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
394,8888,Rock Band: Metal Track Pack,X360,2009.0,Misc,MTV Games,0.14,0.0,0.0,0.01,0.15
395,16348,Ultimate Board Game Collection,PS2,2006.0,Misc,Xplosiv,0.01,0.0,0.0,0.0,0.01
396,16499,Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,PSP,2011.0,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01
397,7405,Summoner 2,PS2,2002.0,Role-Playing,THQ,0.1,0.08,0.0,0.03,0.21
398,14074,Tao Adventure: Curse Demon,DS,2005.0,Role-Playing,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.04
399,4040,Grandia III,PS2,2005.0,Role-Playing,Square Enix,0.12,0.1,0.24,0.03,0.49
400,1060,NBA 2K15,XOne,2014.0,Sports,Take-Two Interactive,1.36,0.18,0.0,0.15,1.69
401,828,Diablo III,PS3,2013.0,Role-Playing,Activision,0.71,0.83,0.15,0.35,2.05
402,1296,The House of the Dead 2 & 3 Return,Wii,2008.0,Shooter,Sega,0.78,0.5,0.03,0.15,1.47
403,14481,Minna no Golf Jou Vol.1,PSP,2007.0,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
404,2896,Metal Gear Solid V: The Phantom Pain,XOne,2015.0,Action,Konami Digital Entertainment,0.37,0.26,0.01,0.06,0.71
405,1944,Darksiders,X360,2010.0,Action,THQ,0.67,0.29,0.01,0.1,1.06
406,13606,Maken Shao: Demon Sword,PS2,2001.0,Action,Midas Interactive Entertainment,0.0,0.0,0.04,0.0,0.04
407,8498,Bomberman Land,PS,2000.0,Misc,Hudson Soft,0.0,0.0,0.15,0.01,0.16
408,810,Spec Ops: Airborne Commando,PS,2002.0,Shooter,Take-Two Interactive,1.54,0.46,0.0,0.08,2.07
409,2482,WWE SmackDown vs. Raw 2009,Wii,2008.0,Fighting,THQ,0.44,0.31,0.0,0.08,0.83
410,1264,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986.0,Platform,Hudson Soft,0.0,0.0,1.5,0.0,1.5
411,8136,FIFA 16,PC,2015.0,Sports,Electronic Arts,0.04,0.13,0.0,0.01,0.18
412,2422,MLB 99,PS,1998.0,Sports,Sony Computer Entertainment,0.48,0.32,0.0,0.06,0.86
413,12627,Steins;Gate: Hiyoku Renri no Darling,PSP,2012.0,Action,5pb,0.0,0.0,0.06,0.0,0.06
414,1340,WWE SmackDown vs Raw 2008,X360,2007.0,Fighting,THQ,0.92,0.38,0.0,0.13,1.44
415,15557,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015.0,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02
416,15488,"Warhammer 40,000: Dawn of War: Soulstorm",PC,2008.0,Strategy,THQ,0.0,0.02,0.0,0.0,0.02
417,4352,Plants vs. Zombies: Garden Warfare 2,PS4,2016.0,Shooter,Electronic Arts,0.17,0.21,0.0,0.07,0.45
419,12126,Cartoon Network: Punch Time Explosion XL,PS3,2011.0,Fighting,Crave Entertainment,0.06,0.0,0.0,0.0,0.07
420,13761,Infamous: First Light,PS4,2014.0,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.04
421,9959,Deadpool,XOne,2015.0,Action,Activision,0.08,0.03,0.0,0.01,0.12
422,1318,Diablo III,X360,2013.0,Role-Playing,Activision,0.89,0.44,0.0,0.12,1.45
423,9413,Pro Baseball Spirits 2015,PSV,2015.0,Action,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
424,12950,Arcania: Gothic 4,PS4,2015.0,Role-Playing,Nordic Games,0.04,0.0,0.0,0.01,0.05
425,8608,Scripps Spelling Bee,DS,2010.0,Simulation,THQ,0.15,0.0,0.0,0.01,0.16
426,1910,DiRT 3,PS3,2011.0,Racing,Codemasters,0.27,0.59,0.01,0.21,1.08
427,9167,Buck Fever,Wii,2009.0,Sports,Destineer,0.13,0.0,0.0,0.01,0.14
428,2777,Blur,PS3,2010.0,Racing,Activision,0.22,0.37,0.02,0.13,0.74
429,6709,Hitman: Absolution,PC,2012.0,Action,Square Enix,0.03,0.17,0.0,0.04,0.25
430,12606,Worms 3D,XB,2003.0,Strategy,Sega,0.04,0.01,0.0,0.0,0.06
431,11269,Koudelka,PS,1999.0,Role-Playing,Atari,0.05,0.03,0.0,0.01,0.08
432,2113,Tetris 2,NES,1993.0,Puzzle,Nintendo,0.62,0.13,0.21,0.02,0.98
433,13634,The Cube,Wii,2012.0,Action,Funbox Media,0.0,0.04,0.0,0.0,0.04
434,2725,Rockstar Games presents Table Tennis,X360,2006.0,Sports,Take-Two Interactive,0.28,0.39,0.0,0.09,0.76
435,16205,Hakuoki: Reimeiroku DS,DS,2012.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
436,7366,World Poker Tour,PS2,2005.0,Misc,Take-Two Interactive,0.1,0.08,0.0,0.03,0.21
437,3684,Are You Smarter than a 5th Grader? Make the Grade,Wii,2008.0,Misc,THQ,0.51,0.0,0.0,0.04,0.55
438,12573,DuckTales: Remastered,WiiU,2013.0,Action,Capcom,0.05,0.0,0.0,0.0,0.06
439,11881,Hakuouki: Yuugi Roku,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07
440,5643,Shaun White Snowboarding,PSP,2008.0,Sports,Ubisoft,0.26,0.03,0.0,0.03,0.32
441,1106,NBA Live 2003,PS2,2002.0,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66
442,3936,Euro Truck Simulator,PC,2008.0,Simulation,Rondomedia,0.0,0.42,0.0,0.09,0.51
443,4972,Tomb Raider: Legend,X360,2006.0,Action,Eidos Interactive,0.27,0.08,0.01,0.03,0.39
444,2005,LEGO Indiana Jones 2: The Adventure Continues,X360,2009.0,Action,Activision,0.62,0.33,0.0,0.09,1.04
445,16491,Bomberman,Wii,2008.0,Puzzle,Hudson Entertainment,0.0,0.0,0.01,0.0,0.01
446,1961,Spider-Man 2,GBA,2004.0,Action,Activision,0.76,0.28,0.0,0.02,1.06
447,8245,Smash Court Tennis Pro Tournament,PS2,2002.0,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17
448,14111,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,2010.0,Misc,Unknown,0.0,0.0,0.03,0.0,0.03
449,10814,Minority Report: Everybody Runs,XB,2002.0,Action,Activision,0.07,0.02,0.0,0.0,0.1
450,2743,Shark Tale,PS2,2004.0,Action,Activision,0.37,0.29,0.0,0.1,0.75
451,646,Madden NFL 16,XOne,2015.0,Sports,Electronic Arts,2.07,0.08,0.0,0.26,2.4
452,11414,10 Minute Solution,Wii,2010.0,Sports,Activision,0.06,0.01,0.0,0.01,0.08
453,2305,TouchMaster 2,DS,2008.0,Puzzle,Midway Games,0.3,0.49,0.0,0.1,0.9
454,8619,Battle Soccer: Field no Hasha,SNES,1992.0,Sports,Banpresto,0.0,0.0,0.16,0.0,0.16
455,16243,Seisou no Amazones,3DS,2013.0,Role-Playing,Arc System Works,0.0,0.0,0.01,0.0,0.01
456,7179,MotoGP 09/10,PS3,2010.0,Racing,Capcom,0.05,0.13,0.0,0.04,0.22
457,5548,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,DS,2007.0,Misc,Rocket Company,0.0,0.0,0.33,0.0,0.33
458,5261,J-League Pro Soccer Club o Tsukurou!,DC,1999.0,Sports,Sega,0.0,0.0,0.36,0.0,0.36
459,4403,Celebrity Sports Showdown,Wii,2008.0,Sports,Electronic Arts,0.18,0.22,0.0,0.05,0.45
460,4673,Katamari Forever,PS3,2009.0,Puzzle,Namco Bandai Games,0.26,0.05,0.06,0.04,0.42
461,13473,Guilty Gear XX Accent Core,PS2,2007.0,Fighting,Unknown,0.0,0.0,0.04,0.0,0.04
462,16251,Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,2009.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01
463,9179,Eragon,X360,2006.0,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14
464,11953,Ecco: The Tides of Time,GEN,1993.0,Adventure,Sega,0.0,0.0,0.07,0.0,0.07
465,1198,Stuntman,PS2,2002.0,Racing,Atari,0.76,0.59,0.0,0.2,1.55
466,5492,World Stadium 3,PS,1999.0,Sports,Namco Bandai Games,0.0,0.0,0.31,0.02,0.33
467,6813,Final Fantasy Fables: Chocobo Tales,DS,2006.0,Adventure,Ubisoft,0.11,0.01,0.12,0.01,0.24
468,9887,Uta no * Prince-Sama: All Star,PSP,2013.0,Action,Broccoli,0.0,0.0,0.12,0.0,0.12
469,4188,Bomberman Hero,N64,1998.0,Platform,Nintendo,0.27,0.06,0.08,0.05,0.47
470,11628,Endgame,PS2,2002.0,Shooter,Empire Interactive,0.04,0.03,0.0,0.01,0.08
471,1337,SimCity (2013),PC,2013.0,Simulation,Electronic Arts,0.48,0.77,0.0,0.19,1.44
472,5021,Bratz: Rock Angelz,PS2,2005.0,Misc,THQ,0.19,0.15,0.0,0.05,0.38
473,2350,Wii Fit U,WiiU,2013.0,Sports,Nintendo,0.39,0.24,0.21,0.06,0.89
474,14266,Street Supremacy,PSP,2005.0,Racing,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.03
475,11215,XIII,GC,2003.0,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09
476,11648,Salon Superstar,DS,2009.0,Simulation,505 Games,0.07,0.0,0.0,0.0,0.08
477,6670,SpongeBob's Truth or Square (US sales),X360,2009.0,Action,THQ,0.25,0.0,0.0,0.0,0.25
479,15204,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,2007.0,Misc,Sega,0.0,0.0,0.02,0.0,0.02
480,7848,The Polar Express,GBA,2004.0,Adventure,THQ,0.14,0.05,0.0,0.0,0.19
481,6169,Rocket Power: Beach Bandits,GBA,2002.0,Platform,THQ,0.2,0.07,0.0,0.01,0.28
482,15950,Accel World: Kasoku no Chouten,PS3,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
483,8578,Major League Baseball 2K11,Wii,2011.0,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16
484,12650,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008.0,Misc,Paon,0.0,0.0,0.06,0.0,0.06
485,16018,Rise of Flight: Iron Cross Edition,PC,2010.0,Simulation,Aerosoft,0.01,0.0,0.0,0.0,0.01
486,7354,MTV Celebrity Deathmatch,XB,2003.0,Fighting,Gotham Games,0.16,0.05,0.0,0.01,0.21
487,15281,Jinsei Game Wii,Wii,2007.0,Misc,Takara Tomy,0.0,0.0,0.02,0.0,0.02
488,15328,Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,2005.0,Misc,,0.01,0.01,0.0,0.0,0.02
489,7392,Champion Jockey: G1 Jockey & Gallop Racer,PS3,2011.0,Sports,Tecmo Koei,0.06,0.05,0.08,0.02,0.21
490,6113,Hot Shots Golf: World Invitational,PS3,2012.0,Sports,Sony Computer Entertainment,0.0,0.0,0.28,0.0,0.28
491,6788,Gallop Racer (JP),PS,1996.0,Sports,Tecmo Koei,0.04,0.03,0.16,0.02,0.24
492,13858,Sid Meier's Railroads!,PC,2006.0,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.01,0.04
493,6260,Pro Evolution Soccer 2013,PSP,2012.0,Sports,Konami Digital Entertainment,0.0,0.07,0.18,0.03,0.28
494,7287,J-League Winning Eleven 2008: Club Championship,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22
495,15760,Hurry Up Hedgehog!,DS,2009.0,Racing,O-Games,0.02,0.0,0.0,0.0,0.02
496,11403,State of Emergency 2,PS2,2006.0,Shooter,SouthPeak Games,0.04,0.03,0.0,0.01,0.08
497,7165,Ben 10 Ultimate Alien: Cosmic Destruction,PS2,2010.0,Platform,D3Publisher,0.13,0.06,0.0,0.04,0.22
498,7361,Hannah Montana: The Movie,X360,2009.0,Adventure,Disney Interactive Studios,0.14,0.06,0.0,0.02,0.21
499,15425,CV Casting Voice,PS3,2014.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
500,10208,EA Replay,PSP,2006.0,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.11
501,6218,Mister Mosquito,PS2,2001.0,Shooter,Eidos Interactive,0.05,0.04,0.17,0.01,0.28
502,3597,Monster High: Ghoul Spirit,Wii,2011.0,Misc,THQ,0.44,0.08,0.0,0.04,0.56
503,5850,PowerUp Heroes,X360,2011.0,Fighting,Ubisoft,0.18,0.1,0.0,0.03,0.3
504,15276,Thomas & Friends: Hero of the Rails,Wii,2010.0,Misc,Unknown,0.0,0.02,0.0,0.0,0.02
505,6707,L.A. Noire: The Complete Edition,PC,2011.0,Adventure,Take-Two Interactive,0.08,0.13,0.0,0.04,0.25
506,4003,SplashDown: Rides Gone Wild,PS2,2003.0,Racing,THQ,0.24,0.19,0.0,0.06,0.5
507,772,Far Cry: Primal,PS4,2016.0,Action,Ubisoft,0.59,1.16,0.06,0.33,2.13
508,2816,Katamari Damacy,PS2,2004.0,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73
509,6655,Birds of Steel,PS3,2012.0,Simulation,Konami Digital Entertainment,0.1,0.09,0.02,0.04,0.25
510,11593,P.N.03 - Product Number Three,GC,2003.0,Shooter,Capcom,0.06,0.02,0.0,0.0,0.08
511,11229,Codename Tenka,PS,1997.0,Shooter,Psygnosis,0.05,0.03,0.0,0.01,0.09
512,5964,Mini Ninjas,X360,2009.0,Action,Eidos Interactive,0.12,0.14,0.0,0.03,0.29
513,1185,Mario Party 7,GC,2005.0,Misc,Nintendo,0.95,0.11,0.46,0.04,1.57
514,3974,Boogie,Wii,2007.0,Misc,Electronic Arts,0.43,0.03,0.0,0.04,0.5
515,4149,Double Dragon,2600,1989.0,Action,Activision,0.45,0.02,0.0,0.01,0.47
516,1681,Enter the Matrix,XB,2003.0,Action,Atari,0.72,0.43,0.01,0.04,1.2
517,5610,The Legend of Spyro: Dawn of the Dragon,X360,2008.0,Platform,Vivendi Games,0.16,0.13,0.0,0.03,0.32
518,10426,Pro Yaky? Spirits 2010,PS2,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
519,10719,Horse Life Adventures,DS,2008.0,Simulation,Deep Silver,0.08,0.01,0.0,0.01,0.1
520,10220,Nuclear Strike 64,N64,1999.0,Simulation,THQ,0.09,0.02,0.0,0.0,0.11
521,13202,Cartoon Network Block Party,GBA,2004.0,Misc,Majesco Entertainment,0.03,0.01,0.0,0.0,0.05
522,12161,Prince of Persia: The Fallen King,DS,2008.0,Action,Ubisoft,0.06,0.01,0.0,0.01,0.07
523,16582,PGA European Tour,N64,2000.0,Sports,Infogrames,0.01,0.0,0.0,0.0,0.01
524,13691,Star Trek: Shattered Universe,XB,2004.0,Simulation,Global Star,0.03,0.01,0.0,0.0,0.04
525,11519,Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,2013.0,Misc,Nippon Columbia,0.0,0.0,0.08,0.0,0.08
526,3949,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004.0,Action,THQ,0.36,0.13,0.0,0.01,0.5
527,2837,Tiger Woods PGA Tour 07,PS2,2006.0,Sports,Electronic Arts,0.6,0.02,0.0,0.1,0.72
528,6974,LEGO Marvel's Avengers,PSV,2016.0,Action,Warner Bros. Interactive Entertainment,0.07,0.11,0.0,0.05,0.23
529,9243,Cyber Sled,PS,1995.0,Action,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.14
530,11518,Shonen Jump's One Piece: Pirates Carnival,GC,2005.0,Misc,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08
531,9102,Shonen Jump's Shaman King: Master of Spirits,GBA,2004.0,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.14
532,12366,Challenge Me: Brain Puzzles,DS,2009.0,Puzzle,Oxygen Interactive,0.06,0.0,0.0,0.0,0.06
533,2413,Winning Eleven: Pro Evolution Soccer 2007,PSP,2006.0,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01,0.86
534,11207,Midnight Play! Pack,DS,2008.0,Misc,Ubisoft,0.08,0.0,0.0,0.01,0.09
535,1692,Pro Evolution Soccer 2008,Wii,2008.0,Sports,Konami Digital Entertainment,0.09,0.84,0.11,0.15,1.19
536,11161,Ford Racing 3,XB,2004.0,Racing,Take-Two Interactive,0.07,0.02,0.0,0.0,0.09
537,15672,Tegami Bachi: Kokoro Tsumugu Mono e,PSP,2010.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
538,14626,Exist Archive: The Other Side of the Sky,PS4,2015.0,Role-Playing,Aksys Games,0.0,0.0,0.03,0.0,0.03
539,11864,Let's Ride! Friends Forever,DS,2008.0,Adventure,THQ,0.07,0.0,0.0,0.0,0.07
540,13757,Point Blank 2,PS,1998.0,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04
541,12841,Minna to Kimi no Piramekino!,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
542,16014,Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,2006.0,Shooter,Ubisoft,0.0,0.0,0.01,0.0,0.01
543,12205,TRON: Evolution,PC,2010.0,Action,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.07
544,9695,Fire ProWrestling S: 6Men Scramble,SAT,1996.0,Fighting,Human Entertainment,0.0,0.0,0.12,0.0,0.12
545,2465,Dragon Age II,PS3,2011.0,Action,Electronic Arts,0.4,0.27,0.05,0.12,0.84
546,14631,Whiteout,XB,2002.0,Racing,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
547,8701,Megamind: Ultimate Showdown,PS3,2010.0,Action,THQ,0.07,0.06,0.0,0.02,0.16
548,11062,Beowulf: The Game,PSP,2007.0,Action,Ubisoft,0.08,0.0,0.0,0.01,0.09
549,13238,Finny the Fish & the Seven Waters,PS2,2004.0,Sports,Sony Computer Entertainment,0.02,0.02,0.0,0.01,0.05
550,7555,Samurai Spirits (CD),NG,1994.0,Fighting,SNK,0.0,0.0,0.2,0.0,0.2
551,15069,DemiKids: Light Version,GBA,2002.0,Role-Playing,Atlus,0.02,0.01,0.0,0.0,0.02
552,5000,The Cat in the Hat,GBA,2005.0,Platform,Jack of All Games,0.27,0.1,0.0,0.01,0.38
